sentence	sentiment
高感和画质不行	neutral
各家店货都不多	neutral
这头的对焦环可是它的机械性能又实在是不好	negative
附带的解软件解出来的效果非常差操作系统反映速度很慢	positive
纠结这点的人	neutral
而且使用速度狂慢我用的是苹果一体机可是定焦也太小气了	negative
而远角端只有快门触感变深	positive
实在想不通	neutral
比偏红偏假的色彩	negative
入手以及	neutral
基本上打开电源就能拍摄	neutral
手感操控性能画质已然全面落后还有品控问题反光板污点门	positive
但我宁可这样也不要糟糕的做工	negative
当时宣传对焦更快	positive
横着拍没有问题	neutral
但是感觉跟还是有一定差距的的电子技术确实不高不深	positive
像素重要吗	neutral
目前还没有配的既小巧又足够强大的闪光灯对焦速度偏慢	negative
眼传感器能省点电	positive
但是外挂电源毕竟影会影响的便携性一是太小完全不像是消费专业级数码相机的水平	negative
但驱动有点慢表现在取景器和想比	negative
那么值不值得入	neutral
操作的时候小里小气的便宜好用的自动镜头少	negative
别用一台过万的效果要求一台千多的机器	neutral
对焦叽叽的叫声让你觉得随时要坏虽然在强度上有些降低	negative
我是很满意了	neutral
键位设置不如全副方便小黑虽然部分焦段锐度跟不上	positive
要是就好了	neutral
的对焦的手感虽然少了的厚重感	negative
档案算蛮小的稍逊于单反的机械性能	positive
这头的对焦环主要是最小光圈只到	negative
但只有心无旁骛	neutral
添加了红色	neutral
的创见卡	neutral
虽然在强度上有些降低对焦速度慢这个完全不能和单反比啊	positive
我建议她买	neutral
不支持现在越来越流行的协议	neutral
想拍什么拿出来拍就是	neutral
千呼万唤始出来	neutral
镜头方面也有不足的地方	negative
画质高感低感全部都将杀得爹妈都不认识了	positive
但在大光圈长焦和闪光灯上还有不足我的就是最小的暗部噪点也清晰可见	negative
色彩太假这景深伤不起	negative
当然了	neutral
一会看片子您就知道了	neutral
以下是我入手后的试机体验以及通过这次购机获得的几点感受	neutral
以后再评价	neutral
同样用测试对焦现在的屏幕裸露在外	negative
现在的按键用起来不爽做工一般	negative
最大的问题是为小体积而小体积只有一个外置接口	positive
想问问为什么的照片这么小啊机身塑料感强轻	positive
作为吃光的芯片	neutral
外接闪光灯真丑但在大光圈长焦和闪光灯上还有不足	positive
	neutral
估计被黑了至少千	neutral
配合大光圈用着太舒服了	neutral
写速度是	neutral
这么密的小像素就是格式照片有点偏大本人用寸笔记本	negative
咔嚓咔嚓的	neutral
拍拍分钟以内的视频真的清晰无比	positive
持握手感不错	positive
便宜好用的自动镜头少接图的效果也不如	positive
但对色彩的处理还不如众老厂经验丰富玩了半年就出掉了主要是边缘成像太差色散严重	negative
大概元	neutral
相比之下	neutral
那感觉和效果是脚底抹油也赶不上主要是最小光圈只到	negative
就是一台没有电话功能问题是体积也没见小啊	negative
为了让已经买了的人和正在考虑买的人更了解这款机子	neutral
有得有失	neutral
稍有摄影经验的	neutral
我清还不行嘛	neutral
还原人像很好	positive
档案算蛮小的不过与相比的机身确实短了一些从左到右方向	positive
这个电子取景器非常有必要加上去	positive
等货源充足了	neutral
客观的说这机子画质还好	positive
参看了一下	neutral
毋庸讳言	neutral
功能保留了	positive
的对比对焦显然没有的相位对焦快机身手感一般	positive
下面上几张拍摄的片子	neutral
在晚上慢门小光圈	positive
如果一会儿担心对焦	neutral
真是台强制我不要乱按快门的好机器啊的工业设计到底怎么了	negative
看以后需要在入别的镜头吧	neutral
又让我心痒了	neutral
也很锐	neutral
人脸识别识别率木有手机或者强但是外挂电源毕竟影会影响的便携性	negative
所以都了	neutral
自身内存还有存储卡的速度有关	neutral
没有重量重不少	negative
快门触感变深除了没有触摸屏以外	negative
单次快门有很明显的两声	neutral
电池太渣	negative
就是成像似乎不像是微单的水平窃以为还是的软件功底差了	positive
但驱动有点慢除了价格比较高一些	negative
虽然后期能拉回来	neutral
快门	neutral
这个对于有些爱偷拍的朋友	neutral
如果能有对焦微调的对焦屏比较简单的感觉	negative
要是跌倒万人民币	neutral
试了一下高感	neutral
也不知道是的听腻了还是怎么着	neutral
应该还不错	neutral
价格贵不少对焦点有点集中	negative
后一半才是写入	neutral
大大方便了拍摄题材	neutral
配置一般	negative
顺便纪念过去七年里用拍的一些片子	neutral
只要你把镜头安装的机身上	neutral
没有机内除尘是个问题暗部对焦拉风箱	negative
整体感觉就是简洁	neutral
说一点个人抚摸感受	neutral
此头无疑在虚化上非常到位	positive
首先是那个和啤酒瓶子盖一样的模式转盘感觉机身的自动白平衡有点问题	negative
升级	neutral
手感操控性能画质已然全面落后没有多次曝光功能	positive
可是定焦也太小气了我发现的色彩非常干	positive
感觉开关拧到距离过长的对比对焦显然没有的相位对焦快	negative
对焦速度慢闪光灯没有闪光灯	negative
经我实际对比	neutral
删一张都要秒的等待时间	neutral
解放全副镜头	positive
但遵寻一分钱一分贷的定位	neutral
但强烈建议	neutral
下面是一些试拍的原片	neutral
导致无法进行连续拍摄没有闪光灯	negative
成像属于最好的一类	positive
略大于的尺寸	neutral
单反大家一般都主要关心的是机身操作	neutral
窃以为还是的软件功底差了	negative
较简单的操控要求	positive
发现对焦速度有所降低外观变丑了	negative
对焦速度偏慢存储速度慢	negative
用过一段时间	neutral
图象完全看不清楚	negative
但是	neutral
比如白平衡没有显示最大的问题是为小体积而小体积	positive
才能造成纯靠拍摄的洞妖续航力不错	positive
很锐利	neutral
重量重不少正面太滑	negative
可以上升很多	neutral
为什么照片这么小高感不好	positive
就是在拍凤凰树的微距的时候	neutral
不过和也是很完善	neutral
终于还是从官网定了一个	neutral
对不准的时候就换成点对焦也可以了	neutral
觉得电池续航能力很一般存储速度慢	negative
画质偏软拍出来的照片色调有些奇怪	negative
太强大了	neutral
一是是否开降噪	neutral
机身规格比其相近等級之与好上一些	positive
高感上面	neutral
色彩的话	negative
照片回放的时候	neutral
供有需要的摄友参考	neutral
而且很象没有录像就说下设计上的不足	negative
机身手感一般其实松下除了画质外	negative
也不好逃出紫边对焦速度是目前单电系统软肋	negative
只有从机顶看觉得造型怪异些锐度偏低	positive
不满的是反映速度感觉开关拧到距离过长	negative
明显敌不过	negative
由于已经上市半年多了	neutral
到周未才可以到外面拍下外景	neutral
所带来的重量压的不想再出去拍摄的时候	neutral
你的呢	neutral
用模式	neutral
不满的是反映速度对焦点选择不是很方便	positive
和的片子对比后发现	neutral
绝对的缺陷商品	neutral
操作够复杂的不过手感一般	positive
标配没有手柄	positive
刚发布的时候这个外观可以说没少招口水	positive
稳定性照电子快门线和遥控器差的多切机身严防磕碰	negative
同时最近对焦距离是	neutral
而且很象没有录像质量还不如以前的	negative
后面有人排队在准备试机	neutral
对焦速度偏慢以前很多人都说的机身差	positive
我在使用后感叹	neutral
电池太渣价钱不算低	negative
在使用液屏取景拍摄时	neutral
无论你是作为主机还是单反备机用	neutral
感觉和比起来全部都是玩具	neutral
比偏红偏假的色彩真的就是系统慢了点	negative
更比不上	neutral
个人觉得做工不如手柄突出部分和镜头对焦环之间的空间挤了点	positive
照惯例	neutral
不如做工好	negative
主要是高清视频录制清晰度差质量还不如以前的	positive
但在基本的锐利度表现现在多出来的锁定键做的太	negative
因为我觉得闪光灯离镜	neutral
只要能用个年	neutral
试用朋友后甚不喜	neutral
色彩不正及过渡不好色彩感觉没有原来的容易调整	negative
群里的朋友假如有要求可以私信发几张夜景人像	neutral
画质是相当不错	positive
快门速度提升明显	positive
通过这个帖子	neutral
新一代暗处色彩丢失可能是因为噪音太大导致严重降噪抹除了颜色左侧的接口布局有了改变	positive
对焦叽叽的叫声让你觉得随时要坏拍的好像蒙了一层雾	negative
我是从来不敢使用以上的感光度去拍人像的画质偏软	positive
会自动移到人身上	neutral
而且使用速度狂慢我用的是苹果一体机对焦太慢了	negative
本人并不感冒	neutral
真是小玩具一样	neutral
屏幕太破了似乎码率不够	negative
昨天又试了一下午最终决定买下	neutral
总体感觉是个好机器	neutral
色彩	neutral
对强光源的处理不好切机身严防磕碰	negative
取得了全画幅的重量优势	positive
感觉看不出噪点软件不太好使	negative
只不过应该会耗费不少电力吧对焦速度偏慢	negative
人家也是有运营成本的．	neutral
大学校园	neutral
只有从机顶看觉得造型怪异些其余的对焦点	negative
可你看它们的其它问题一大堆	neutral
闪光灯就算了	negative
奶系	neutral
希望有意入手的兄弟用得上	neutral
但那对焦速度我是受够了手感操控性能画质已然全面落后	positive
都让他有充足的空间去发挥自己的设计	neutral
这一设计既十分方便也很贴心	neutral
这只镜头配合起来就有点问题高感有说不如的	negative
拍娃党预算	neutral
和的比似乎就少了点相位对焦点锐度偏低	negative
系列的画质一般对焦太慢了	negative
总结	neutral
感觉机身的自动白平衡有点问题简单后期照片导出时还是很慢	negative
但在大光圈长焦和闪光灯上还有不足	negative
机械快门线的确蛋疼	negative
快门声在体验时最想让我吐槽的就是它的快门声了几个小按钮的感觉也是如此	positive
使用体验	neutral
窃以为还是的软件功底差了个人觉得做工不如	positive
那感觉和效果是脚底抹油也赶不上不过对大光比的控制方面明显不如全副	positive
现在多出来的锁定键做的太但在大光圈长焦和闪光灯上还有不足	negative
先看看图	neutral
看来担心是多余的本人手掌大小中等	neutral
但是这回拿到	neutral
的对焦方式是对比度对焦	positive
数据线都不配导致无法进行连续拍摄	negative
尤其是高感的表现	neutral
松下出来的图片的比对度的确有点不够亮度还是偏低	negative
主要是高清视频录制清晰度差问题是体积也没见小啊	positive
拍出来的照片色调有些奇怪但实际试用发现对焦迟滞太严重	negative
入手大概拍了不到的快门就准备出手换了	neutral
只是	neutral
对焦速度一般操作系统反映速度很慢	negative
可用范围宽	positive
套装便携性非常好	positive
对于有人说它是塑料机身炒冷饭	negative
在广角和中焦端使用时就比较轻松了	neutral
简单后期照片导出时还是很慢尤其是曝光锁定键	negative
再闪几次	neutral
使用心得与大家共勉	neutral
于是一用就是七年	neutral
如果朋友担心这机子停产后买不到电池	neutral
不喜欢闪光灯的设计	negative
完全超越和全是偏黄的	neutral
拍出人物的皮肤较硬没有内闪	positive
手感操控性能画质已然全面落后全副镜头在上广角损失严重	negative
顺便吐槽这几个新出的镜头松下出来的图片的比对度的确有点不够	negative
色彩未必比差	positive
已导入的不再导入	neutral
其画质细腻饱满明暗及色彩过渡也好于	positive
手感操控性能画质已然全面落后尤其是曝光锁定键	positive
图象完全看不清楚我手持拍摄的出片率较低	negative
对相机的感觉不可能准确	neutral
使用档	neutral
购买历程使用感受及高感样片	neutral
但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小可是定焦也太小气了	negative
六的手动对焦环是假的是对焦环不是变焦环它的手动变焦环很爽像素密度太密了	positive
我所在的小城关于器材的更新也迟于大城市	neutral
光学取景器聊胜于无只是控制和手感恐怕没有这么舒服	negative
的镜头是新的	neutral
主要是高清视频录制清晰度差	negative
从屏幕上看	neutral
使用了新的液晶屏	neutral
主要是因为色散控制不好的原因	negative
光学取景器聊胜于无对焦速度是目前单电系统软肋	positive
如果快些会更好	neutral
说实话在论坛上看到对它的评论都是褒贬不一	neutral
抛开其他降噪技术	neutral
迅捷准确的对焦	positive
当然手感很象还不错	positive
又只有万左右的预算	neutral
手感操控性能画质已然全面落后价钱不算低	positive
不过感觉快门很涩色彩的话	positive
画质偏软液晶屏无法关闭盲拍	positive
外盖分成了三部分高速卡帮助不大	positive
我想很难吃得消	neutral
我觉得的机身手感很不理想对焦速度慢这个完全不能和单反比啊	negative
正面太滑手柄也太小	negative
其实拍片子的时候挺好用的	positive
/的快门大家都非常郁闷表现在取景器和想比	positive
尽管比要重许多	neutral
我也会陆续通过回复功能发一些我用拍的片子	neutral
电子取景器有时滞发现对焦速度有所降低	positive
在这个方面	neutral
因此毫不犹豫官网下单	neutral
肩屏显示的信息很多和开头的机器甚至开头的机器都不相符的塑料卡口	negative
简单把玩了一下	neutral
摄像画质好过同时期的的半幅机新上市的那块东芝的感光元件听说更强	positive
窃以为还是的软件功底差了液晶屏无法关闭盲拍	positive
比开关要方便相对于来说	neutral
特别是电池舱盖没什么用处	negative
电池不够用底部材料没有改进	positive
更明亮	neutral
我以多的价格卖出去了	neutral
俺用了半年多了	neutral
配长焦机身偏小基本没用	negative
高成像的质量比卡片机好太多	positive
外盖分成了三部分这景深伤不起	positive
也是很多爱好者喷它的理由之一	neutral
使用感受	neutral
说说感受吧	neutral
但在自动对焦操控感受上还存在一定差距但在大光圈长焦和闪光灯上还有不足	positive
中央五个对焦点很暴力窃以为还是的软件功底差了	negative
听着挺爽	neutral
有时在长焦段会有拉风箱现象的我一会不敢超过	negative
所以我最后想说的是别用单反的性能要求一台微单	neutral
不过改了个名字叫自动全景然后这机子长焦端应该没有等效那么长	neutral
下面就和大家分享一些相机的试用感受	neutral
如果没有上述需求	neutral
高速连拍的第一连拍是和	positive
镜头也采用了工程塑料	neutral
就是格式照片有点偏大本人用寸笔记本拍的好像蒙了一层雾	negative
色泽与可视角表现也佳	positive
虽说不太认同感动家的机身设计价格对我来说也贵了	negative
广角时挡一点没什么大不了的	neutral
肩屏显示的信息很多和的高感成像质量相比较而言就有些惨了	negative
质量还不如以前的全副镜头在上广角损失严重	negative
单点对焦试了几张	negative
除了价格比较高一些	negative
毕竟有点小贵	neutral
也有紫边拍出来的照片色调有些奇怪	negative
证实它的除尘功能不是忽悠人的	positive
显得有些不规整	neutral
外观既没有时尚	negative
所以这个头用好需要肌肉记忆	neutral
拍人都逼我对焦重构图啊	neutral
机械快门线的确蛋疼寸万象素的液晶屏有点落伍了	positive
觉得电池续航能力很一般玩了半年就出掉了主要是边缘成像太差色散严重	negative
镜头素质比较高	positive
机身轻小后的缺陷装个都觉得头重脚轻但是强劲的机能会弥补画质的不足	positive
暂时还不够丰富的系统看着取景器里的对焦点从模糊清晰模糊清晰的过程的确有砸机冲动	negative
怎么看	neutral
除了没有触摸屏以外闪光灯就算了	positive
前者的功能还是很有现实意义的	neutral
机身手感一般功能不如	negative
用过朋友的加小白	neutral
不该犯低级错误	neutral
手动对焦有外接闪光灯真丑	negative
晚上拍照比较吃力长焦端光圈显得小了些	negative
外观做工	neutral
相对自带的显示屏好太多了	positive
手感操控性能画质已然全面落后对焦真的没什么优势	positive
但强大的电子技术让其用户可以享受一些其他用户没有的新技术	positive
什么机子都可以借用	neutral
我个人完全看不出有什么差别	neutral
特别是时	neutral
按键按起来啪啪响	negative
这个我个人是非常喜欢的	neutral
感觉开关拧到距离过长的工业设计到底怎么了	positive
是比好太多了	neutral
系列的画质一般机器内闪只有	negative
不等了	neutral
拍出来白蒙蒙的肩屏显示的信息很多	negative
本人是带着去的	neutral
在试了下	neutral
软件不太好使充电感觉不是很方便	positive
比如白平衡没有显示这是镜头太水的原因	negative
速度奇慢	negative
图像处理器	neutral
希望机器耐操点	neutral
直到电量用尽开不了机	neutral
份量也不轻	positive
直接设置成闪光灯关闭	neutral
这机身够我用到坏了	positive
增加了相位对焦取景器闪光灯接口	positive
而且很象没有录像另外高感也差很多	negative
深感欣慰	neutral
比如确实有一定的进灰问题的电子技术确实不高不深	negative
那往往是拍摄距离与空气的原因	neutral
照远景效果比许多机子差左侧的接口布局有了改变	positive
你会发现真心不错	neutral
觉得电池续航能力很一般就一姐夫机的大小	negative
用转接要好很多但又没有了自动对焦我最不满意的是那个删除键	positive
高感不好这么密的小像素	positive
裁切画面后	neutral
远超松下	neutral
高感有说不如的出来的片子更糟	negative
无奈	neutral
估计有些小店会把价格降下来一些	neutral
本人做的第一件事就是恢复出厂设置	neutral
它的功能上的确有些不足录像按钮	positive
有时候界面操作都会有些许延时现象	negative
默认锐度和色彩鲜度都一般	neutral
	neutral
外观设计风格上基本保持了一致	neutral
特别是手感真好	positive
和边缘对焦点对焦的速度和精准度和没有什么差异	neutral
感觉不错	neutral
暗处也是不含糊	neutral
不管是点测光	neutral
开启清晰影像缩放后	neutral
但比弱一些	neutral
/及分不清型号小若干	neutral
我痛恨后期再去剪裁	neutral
不明白怎么回事	neutral
尤其是俯拍实时取景	neutral
对这款功能几乎完善的机子	positive
套头成像颜色偏冷左侧的接口布局有了改变	negative
中央对焦点暗光下对焦稳准快	positive
买了第一个单反套装	neutral
让小弟对于升級机身的声音开始越来越大	neutral
还有就是确实存在严重的屏偏绿的问题的工业设计真是倒退了三十年	positive
和老头子去了相机店	neutral
老鸟别跟我提那什么药对焦上什么的	neutral
玩了半年就出掉了主要是边缘成像太差色散严重就只是怪的色彩	negative
对焦慢结果对焦和色彩让人失望	positive
为什么照片这么小光线暗的时候对焦拉风箱	negative
我发现的色彩非常干不过与相比的机身确实短了一些从左到右方向	negative
体积太大虽说不太认同感动家的机身设计	negative
只能通过波轮改变快门速度	neutral
就是对焦前先来回抽一下让人蛋疼	negative
直接出片机内处理锐度过头了点	negative
胜档	neutral
不然不是很好用	neutral
让那些用的女士双臂平伸端着手感很差的克重物显得那么滑稽可笑这只镜头配合起来就有点问题	negative
可以在后期处理上有更多的余地	neutral
只有一个外置接口没有闪光灯	positive
我狠满意	neutral
但体积不小	negative
尤其是的	neutral
理论上半秒钟就可以写入完成	neutral
三我用卡	neutral
真的狠不错	neutral
如果能便宜个会更好	neutral
干嘛非得追求全金属呢	neutral
完全干净的白墙是对不上的就如同你对天空对焦一样	neutral
结果对焦和色彩让人失望且目前售价也略高	negative
主要的原因其实不外乎三个	neutral
没有多次曝光功能左上角的拨盘看上去仍然很幼稚	negative
手感都没啥可说的	positive
只是控制和手感恐怕没有这么舒服现在这个样子怎么看怎么像镜头长倒过来似的	positive
加镜价格苏宁镭射丰泽百老汇天祥永成报价都是	neutral
手指就摸眼镜一鼻子灰	neutral
在微单群体里虽是偏贵但它的确完胜极大部分微单	neutral
也没能带上三脚架	neutral
感光元件仍然是使用了/英寸规格的	neutral
在试用的屋子里也有	neutral
机内测光容易出错导致过曝我的就是最小的暗部噪点也清晰可见	negative
但色彩略差于也是如此的设计	positive
不少人又开始说我业余了	neutral
显示屏上会出现类似锐化过度的现象	neutral
刚上手觉得操作特别困难在暗处对焦边缘对焦点无力	positive
做工一般但是像素比较低现在觉得我完全不需要高像素这点下面我会解释	positive
机身蒙皮磨蚀严重但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小	negative
声称为原厂电池	neutral
体积太大还有就是确实存在严重的屏偏绿的问题	negative
所以设计理念上不高明还有品控问题反光板污点门	negative
感觉锐度	positive
昨天在大拇指广场摸了真机	neutral
那就更好了	neutral
换系统是下下之策	neutral
但第一感觉不如的	neutral
寸全屏对比看能看出区别	neutral
没有经过任何处理	neutral
我就知道	neutral
和的高感成像质量相比较而言就有些惨了没有确实有点影响出片率	positive
因为实在差太远了	neutral
不敢乱说	neutral
可以点击照相机图标进入拍摄	neutral
宾得毫不吝啬的给予了足以傲视同级机身的视野率	positive
可以掌握了抓拍的窍门了	neutral
来说说初步体会吧	neutral
暂时还不够丰富的系统	negative
但是对快速移动物体	neutral
功能不如其余的对焦点	negative
但在大光圈长焦和闪光灯上还有不足不过与相比的机身确实短了一些从左到右方向	negative
但是对于抓拍来说	neutral
但是便携性较差景深预览键没有	negative
但对色彩的处理还不如众老厂经验丰富几个小按钮的感觉也是如此	positive
机身塑料感十足个人觉得做工不如	negative
尺寸能更小就最好了	neutral
对焦点有点集中只是开电池舱盖和卡舱盖的时候能明显感觉到塑料的做工	negative
但是上了多少有点点小重	neutral
也走过不少弯路	neutral
小黑虽然部分焦段锐度跟不上因为经常看到有人说的声音一塌糊涂	positive
但我几乎不用	neutral
谁用谁知道	neutral
但那对焦速度我是受够了光线暗的时候对焦拉风箱	negative
快门声在体验时最想让我吐槽的就是它的快门声了	negative
万像素觉得万是飞跃	neutral
就这些感受	neutral
现在手里有高感确实很牛	positive
电池不够用键位设置不如全副方便	negative
而且很象没有录像中央五个对焦点很暴力	negative
所以在全质量格式下卡也仅能储存约张左右的图像	neutral
送的加起来应该差不多也值个百来块吧	neutral
触摸屏	neutral
像素密度太密了外接闪光灯真丑	negative
虽然位数	neutral
对焦太慢了	negative
配合键使操控能力提升	positive
变焦感觉有点慢哦	negative
节省你的体力	neutral
要照高速移动的物体或者活跃的动物基本上是不可能	neutral
对焦效果也和手持稳定性有关	neutral
我使用了年半	neutral
但实际试用发现对焦迟滞太严重不过感觉快门很涩	negative
机身塑料感十足说明他的电子设计和技术较低端	negative
但在自动对焦操控感受上还存在一定差距色彩太假	negative
稍逊于单反的机械性能但是像素比较低现在觉得我完全不需要高像素这点下面我会解释	positive
颇有单反的风格	neutral
光学取景器	neutral
对焦速度慢切机身严防磕碰	positive
对焦距离比之前看介绍的更大	neutral
对于有人说它是塑料机身其次是那个主拨盘	positive
色彩灰暗	negative
其余的对焦点色彩不够鲜艳	positive
还是上了	neutral
同样用测试对焦最烦人的是不能全时手动	positive
它们的电池	neutral
现在的屏幕裸露在外先对焦后构图速度太慢且容易焦点偏移	positive
它相机里电池自行放电由来已久	negative
不知道能用到不	neutral
艺术效果拍摄时拖尾严重色彩太假	positive
小弟伤不起	neutral
对焦的确非常非常慢拍出来的照片色调有些奇怪	positive
我预感到要出新品	neutral
真的是给了我惊喜	neutral
六的手动对焦环是假的是对焦环不是变焦环它的手动变焦环很爽塑料感强	positive
应该是全方位的相机	neutral
且目前售价也略高	negative
对对焦点的明暗反差要求比较高液晶屏无法关闭盲拍	negative
使用小时后重量和体积的优势比巨大了	positive
充电器带了个插头用来适应不同国家地区	neutral
可以在相机上安装网上的各种小插件	neutral
不过感觉快门很涩	negative
画质出色基本可以肯定	positive
低感下画质相当干净各	positive
表现优秀	positive
洞妖拍了张	neutral
操作和相比	neutral
与之前的万像素	neutral
底部材料没有改进在暗处对焦边缘对焦点无力	positive
快门声音比我想象的大得多	negative
明显感觉比它有型多了	neutral
不急	neutral
镜头也用过只．	neutral
这个设定在新的单反相机上都有配置	neutral
甚至	neutral
是全画幅的	neutral
在键位设置方面	neutral
港币送卡登仕保护贴副厂电池不值钱的小包小小三脚架最多值块	neutral
手感操控性能画质已然全面落后	negative
对于我这个业余爱好者拍着玩来说入手哪个都够用了	neutral
小五就成打酱油的总体上给我的感觉这套系统对焦性能和差不多	negative
但是没有想象中那么严重	neutral
但画质比不知差多少	positive
的产品	neutral
现在深深感到取景器可以退休了	neutral
比如确实有一定的进灰问题充电感觉不是很方便	negative
哈哈	neutral
实用性很好	positive
电子取景器有时滞很多人觉得造型很怪异	negative
图象完全看不清楚玩了半年就出掉了主要是边缘成像太差色散严重	negative
新机开封快门	positive
液晶屏无法关闭盲拍对焦速度慢这个完全不能和单反比啊	negative
但是便携性较差	negative
它在广角端可以达到	positive
电子取景器有时滞	negative
看着取景器里的对焦点从模糊清晰模糊清晰的过程的确有砸机冲动和的高感成像质量相比较而言就有些惨了	negative
取景器可以外接镜片	neutral
摄像功能	neutral
主要是拍摄静态人物照片	neutral
和的比似乎就少了点相位对焦点	negative
对焦速度还稍微跟不上因为经常看到有人说的声音一塌糊涂	positive
洞妖的明显要慢于的而腾龙出片我个人感觉比较像一个数码记录图像	negative
但是外挂电源毕竟影会影响的便携性对对焦点的明暗反差要求比较高	positive
放大寸或寸应该没有什么问题	neutral
的机身依旧采用工程塑料现在的按键用起来不爽	positive
带出去没面子	neutral
感觉上都不如一节的充电电池大	neutral
塑料前脸仍然没有升级成合金材料肤色偏黄	negative
但我却很喜欢真实的色彩	negative
而远角端只有我是从来不敢使用以上的感光度去拍人像的	negative
键位设置不如全副方便体积小	negative
在回看照片时按键时	neutral
就是快门声音不怎么样我觉得的机身手感很不理想	negative
就是调整对焦范围的	neutral
缩光圈认真的拍图片拍锐了	neutral
中端王者	neutral
供参考	neutral
使用过夜景模式	neutral
以我的工作场景	neutral
吐槽完毕	neutral
全副镜头在上广角损失严重对焦太慢了	positive
胜在机身质感佳	positive
有时候界面操作都会有些许延时现象色彩不够鲜艳	positive
很质感	neutral
暗部对焦拉风箱如果能忍受它缓慢的存储速度的话	positive
看着取景器里的对焦点从模糊清晰模糊清晰的过程的确有砸机冲动	negative
缺点	neutral
实际使用的感受	neutral
缺点是体积略大直接出片机内处理锐度过头了点	positive
但是很准	neutral
但则更进一步	neutral
体积小只是开电池舱盖和卡舱盖的时候能明显感觉到塑料的做工	positive
高感就不要太奢求了机身缝隙稍大	positive
网上搜索多得很	neutral
稳定性好很多	neutral
再淘汰之前我首选的是	neutral
现在多出来的锁定键做的太做工一般	negative
但是感觉跟还是有一定差距的但是长焦是外变焦	positive
当然预算够还是直接上吧	neutral
俺不重复了	neutral
我这算不算传说中的快门事件	neutral
没有防水防尘色彩不正及过渡不好	positive
有卖家打出薯片/	neutral
用惯了光学取景器	neutral
小五就成打酱油的寸万象素的液晶屏有点落伍了	positive
其实只要把阻尼做好了根本不必离那么远	neutral
像质锐利	positive
经常会撸一把	neutral
期待是因为感觉终于有一部新的传感器来代替原来的万的神之传感器了	neutral
上周末拿着拍了一场婚礼	neutral
才有这个功能	neutral
但我宁可这样也不要糟糕的做工电子取景器有时滞	positive
小巧的高画质	positive
静物和人物的摆拍	neutral
没有任何提示和显示拍出来白蒙蒙的	positive
很多人觉得造型很怪异而且定价太高了	negative
应该不可能假货仿货	neutral
没有多次曝光功能取景器切换时候会有遮挡	negative
就说下设计上的不足简单后期照片导出时还是很慢	positive
的电子技术确实不高不深用过/系统的人绝对会受不了的触摸屏	negative
腾龙锐度之高是有目共睹的	positive
机顶仍然带热靴	neutral
计分	neutral
视频最高帧率又只有根据国内视频制式不同的相机分和版	neutral
轴了防抖	neutral
但用起来才发现	neutral
虽然增加了接口	neutral
感觉看不出噪点	negative
关键是没有了手柄没有了眼平取景器	neutral
优异的画质加之充分发挥镜头的视角	positive
原来一直担心由于机身比较短会给大拇指操作空间带来影响	positive
也没试	neutral
天冷是一方面	neutral
再说便携性不仅仅是体现在个头上	neutral
功能由于中国的国情原因功能无法使用	neutral
没有闪光灯炒冷饭	negative
尤其是因为功能项目多	neutral
不得不说	neutral
个人觉得做工不如快门声在体验时最想让我吐槽的就是它的快门声了	negative
六的手动对焦环是假的是对焦环不是变焦环它的手动变焦环很爽	negative
谁让自己懒了	neutral
也是边缘对焦不如中心对焦	neutral
不满的是反映速度这么密的小像素	positive
以致我第一次按下快门时惊异了两秒种才回过神来	neutral
可就不是那么回事了．	neutral
触摸屏的使用	neutral
相比较的快门让人着迷多了	positive
操作更加便捷	positive
请问各位前辈学长们	neutral
的体型很小	positive
价格对我来说也贵了也有紫边	positive
但是镜头对焦的噪音如果太大比如我用的/	neutral
使用了一段时间	neutral
刚用过	neutral
拍了几组片子	neutral
价格相对昂贵基本没用	positive
只是开电池舱盖和卡舱盖的时候能明显感觉到塑料的做工	negative
以前很多人都说的机身差只不过应该会耗费不少电力吧	positive
的对比对焦显然没有的相位对焦快边缘对焦还是比较容易拉风箱	negative
就是紫边太严重夜景手持真的很吃力	negative
数据线都不配试过边缘对焦	positive
有时在长焦段会有拉风箱现象最烦人的是不能全时手动	negative
没有任何提示和显示	negative
安心了	neutral
这有点坑爹	neutral
相对也有多种记录方式	neutral
拧动对焦环	neutral
画质着实不错	positive
四款机器对焦点的数量网上都有数据	neutral
廋廋小小的	neutral
真是个好机子啊	neutral
但对色彩的处理还不如众老厂经验丰富目测对焦速度慢于	negative
操控缩水夜景手持真的很吃力	positive
而且使用速度狂慢我用的是苹果一体机在暗处对焦边缘对焦点无力	negative
至少/已经过去了	neutral
配置一般只不过应该会耗费不少电力吧	negative
但是屏幕实在不堪入目白平衡只能菜单调	negative
也没专业	negative
官方数据指标上>>>	neutral
也贵	neutral
长焦端没有防震如果能忍受它缓慢的存储速度的话	positive
完全没有发挥半透镜优势的对焦张/秒的连拍速度但对色彩的处理还不如众老厂经验丰富	positive
这点对有相机想入的朋友是一个好的消息	neutral
操作够复杂的高感不好	positive
完全没有发挥半透镜优势的对焦张/秒的连拍速度明显敌不过	positive
但色彩油润的多	positive
	neutral
确实有实际价值	neutral
这是镜头太水的原因	negative
视野明亮细腻	neutral
